CLUSTERID1	CLUSTERID2	Cosine
1	44	0.5052229149725125
2	36	0.5115626898268912
3	73	0.5131663185177697
4	8	0.53385048304576
4	9	0.9243730233459647
4	11	0.6735589584772965
4	15	0.5049657793908973
4	18	0.5737543907776181
4	23	0.5290336198478196
4	24	0.6485047598519508
4	28	0.6414931623972323
4	30	0.5508748249710305
4	33	0.510646239974179
4	34	0.5015632635112105
4	40	0.5271381014464804
4	42	0.529721604696144
4	45	0.6067424822584201
4	47	0.5456153544647409
4	49	0.5024767639868123
4	51	0.5234053260564043
4	56	0.6276246954527381
4	60	0.5003443482593132
4	66	0.505905228856949
4	70	0.5548151987168892
4	71	0.5528081405632566
4	72	0.5341147453959465
5	6	0.9658575109355685
5	7	0.9687138311603297
5	11	0.5252838502061955
5	12	0.5466301527306727
5	18	0.5159588599306917
5	24	0.5059600622816913
5	25	0.6225513640146043
5	29	0.5461308256981042
5	34	0.5022461126741179
5	39	0.5039640351626359
5	42	0.5032983216017892
5	47	0.5020085007430606
5	58	0.5390888948374016
5	60	0.5397986128629811
5	71	0.5621186272678114
5	72	0.5763811571897097
5	73	0.5112321004939492
5	76	0.6658941913150229
6	7	0.9906691141520293
6	10	0.5280307714254233
6	11	0.5724036505677236
6	12	0.5448427938864541
6	13	0.5270955934001109
6	14	0.507723738038376
6	17	0.5672565101392082
6	18	0.5421375184037361
6	20	0.5056730437996856
6	21	0.5444412905732114
6	23	0.5191480285521144
6	24	0.543095206495508
6	25	0.6527328727886055
6	29	0.5325288004553757
6	32	0.5136407802478944
6	34	0.5218474421811632
6	35	0.5256699057255848
6	37	0.5337831032989052
6	40	0.512574253532642
6	42	0.5168277048857252
6	47	0.5622636795090059
6	50	0.5115758044357216
6	51	0.51755617079291
6	58	0.58938797290487
6	60	0.5874313694038953
6	67	0.5575204232630913
6	68	0.5018723838916834
6	71	0.5456499269694721
6	72	0.607316784196644
6	73	0.5090319896845521
6	74	0.5497326090631978
6	75	0.5547096000520036
6	76	0.7236897479282012
7	10	0.5134417078244365
7	11	0.5602474137472511
7	12	0.5409896835470275
7	13	0.5247574562816332
7	14	0.5023290703413781
7	17	0.5460449926355764
7	18	0.5445646580665863
7	21	0.5397742624805852
7	23	0.5078832495466313
7	24	0.5402080998112513
7	25	0.6550210000150485
7	29	0.5433079859788149
7	32	0.5216548564350822
7	34	0.5122714278996264
7	35	0.5331993173501602
7	37	0.5371081902532587
7	40	0.504497246524889
7	42	0.5012517225837342
7	47	0.556224447376128
7	51	0.511627030342425
7	58	0.5886694857161023
7	60	0.5869890270211484
7	67	0.5359273208290387
7	71	0.5530243480777959
7	72	0.6073499062183153
7	73	0.5055853340613642
7	74	0.5551127139322056
7	75	0.5591648923937023
7	76	0.7079554423730179
8	9	0.5272678670469026
8	10	0.5364151891064135
8	18	0.5314047491662511
8	24	0.5546785171024362
8	38	0.5026913024129233
8	39	0.5738549388629905
8	40	0.5691692123114798
8	70	0.5196791020123164
8	71	0.5366466674934606
9	11	0.7060320263146134
9	15	0.533651843580272
9	18	0.5648684407610064
9	19	0.5125302913862009
9	23	0.5338376646409657
9	24	0.6457642784700993
9	28	0.6846007322077551
9	30	0.5885964886494054
9	31	0.5100958157095358
9	40	0.5208582574644682
9	42	0.565528689210985
9	43	0.5043582985249601
9	45	0.660611856875071
9	46	0.5141370112379116
9	47	0.5363951364130948
9	51	0.5073607265161639
9	56	0.6498377880268675
9	68	0.5084161990089046
9	70	0.6286556197532229
9	71	0.5041057675144048
9	72	0.5176639774447587
10	11	0.5552083679652597
10	13	0.669384388803824
10	17	0.6962165363336141
10	18	0.6225432861301435
10	19	0.5406762190412077
10	20	0.7421250717619401
10	21	0.5275550682378343
10	23	0.6629234431452165
10	24	0.5884170498179728
10	25	0.668682860087995
10	28	0.5580807491487356
10	29	0.5795928936544293
10	31	0.614094409264239
10	32	0.6580116632481458
10	34	0.5578369174752718
10	35	0.5630466741343979
10	37	0.5600727611713479
10	39	0.5782272817900175
10	40	0.614041828301954
10	42	0.5146852251040773
10	50	0.5947708245106901
10	69	0.6517796106046778
10	71	0.6192815447627896
10	72	0.5715537957957328
10	73	0.5157911620384874
10	74	0.6306537911732156
10	75	0.591224072121512
10	76	0.670438931472553
11	14	0.5051867603128948
11	18	0.5101168685866747
11	19	0.5538632167439639
11	20	0.5272853232949141
11	21	0.5675874590714828
11	22	0.511248511295502
11	23	0.5068115081992718
11	24	0.5728581783822
11	25	0.5708622750683882
11	26	0.544161845571569
11	28	0.5755053356718651
11	29	0.5449263887323023
11	30	0.624793022173363
11	31	0.513271870330677
11	32	0.6107104886053522
11	35	0.5730205055604283
11	37	0.5532665594379669
11	40	0.5443425922349987
11	42	0.5739454449870249
11	43	0.507521122764996
11	45	0.6022199813206982
11	46	0.5873106177981017
11	47	0.6053114447436141
11	49	0.5720053165630629
11	50	0.5459240795961506
11	51	0.586546752714388
11	56	0.5494594358272986
11	58	0.5705832349620865
11	59	0.5217556563189027
